id,year,dest_fips,origin_fips,origin_state,origin_name,in_returns,in_exempt,in_agi
21062,2019,26,13,GA,Georgia,1874,3708,101200
21063,2019,26,8,CO,Colorado,1744,2954,106539
21064,2019,26,51,VA,Virginia,1523,2933,120626
21065,2019,26,42,PA,Pennsylvania,1440,2632,109245
21066,2019,26,53,WA,Washington,1122,1987,87328
21067,2019,26,21,KY,Kentucky,1053,1952,58584
21068,2019,26,27,MN,Minnesota,938,1644,64026
21069,2019,26,29,MO,Missouri,904,1697,53918
21070,2019,26,45,SC,South Carolina,885,1645,59263
21071,2019,26,34,NJ,New Jersey,796,1501,79160
21072,2019,26,24,MD,Maryland,780,1353,64836
21073,2019,26,25,MA,Massachusetts,769,1249,77805
21074,2019,26,1,AL,Alabama,707,1440,35815
21075,2019,26,32,NV,Nevada,687,1311,41933
21076,2019,26,41,OR,Oregon,605,1083,38587
21077,2019,26,19,IA,Iowa,557,1050,35604
21078,2019,26,22,LA,Louisiana,442,840,26853
21079,2019,26,20,KS,Kansas,403,806,25460
21080,2019,26,57,FR,Foreign,382,749,21321
21081,2019,26,40,OK,Oklahoma,372,732,19304
21082,2019,26,28,MS,Mississippi,368,743,15085
21083,2019,26,49,UT,Utah,335,666,20779
21084,2019,26,5,AR,Arkansas,334,602,14702
21085,2019,26,9,CT,Connecticut,314,568,28924
21086,2019,26,2,AK,Alaska,295,604,18932
21087,2019,26,35,NM,New Mexico,283,481,17564
21088,2019,26,31,NE,Nebraska,278,517,16424
21089,2019,26,38,ND,North Dakota,277,509,14258
21090,2019,26,11,DC,District Of Columbia,267,348,22418
21091,2019,26,15,HI,Hawaii,260,467,12827
21092,2019,26,54,WV,West Virginia,231,452,10509
21093,2019,26,30,MT,Montana,208,383,9672
21094,2019,26,16,ID,Idaho,196,415,9421
21095,2019,26,46,SD,South Dakota,169,319,10166
21096,2019,26,56,WY,Wyoming,156,272,7059
21097,2019,26,33,NH,New Hampshire,153,277,11216
21098,2019,26,23,ME,Maine,147,253,7235
21099,2019,26,50,VT,Vermont,118,202,5598
21100,2019,26,10,DE,Delaware,104,188,7164
21101,2019,26,44,RI,Rhode Island,100,189,6402
21102,2019,27,96,MN,MN Total Migration-US and Foreign,48392,83132,3162513
21103,2019,27,97,MN,MN Total Migration-US,48171,82684,3151446
21104,2019,27,98,MN,MN Total Migration-Foreign,221,448,11066
21105,2019,27,97,MN,MN Total Migration-Same State,115066,198172,6548790
21106,2019,27,27,MN,MN Non-migrants,2161000,4525961,192982634
21107,2019,27,55,WI,Wisconsin,7256,11335,401537
21108,2019,27,38,ND,North Dakota,4046,6760,203715
21109,2019,27,6,CA,California,3491,6008,286600
21110,2019,27,48,TX,Texas,2727,5164,162542
21111,2019,27,19,IA,Iowa,2660,4506,150382
21112,2019,27,17,IL,Illinois,2659,4665,199006
21113,2019,27,12,FL,Florida,2397,4052,195992
21114,2019,27,4,AZ,Arizona,1843,3186,139780
21115,2019,27,8,CO,Colorado,1725,2951,117339
21116,2019,27,46,SD,South Dakota,1665,2841,81763
21117,2019,27,36,NY,New York,1316,2186,96929
21118,2019,27,26,MI,Michigan,1184,1900,79919
21119,2019,27,53,WA,Washington,1117,1914,81951
21120,2019,27,29,MO,Missouri,858,1503,50795
21121,2019,27,39,OH,Ohio,822,1482,55944
21122,2019,27,37,NC,North Carolina,797,1357,52269
21123,2019,27,13,GA,Georgia,784,1522,50880
21124,2019,27,51,VA,Virginia,757,1320,56731
21125,2019,27,31,NE,Nebraska,725,1436,43431
21126,2019,27,18,IN,Indiana,710,1296,47504
21127,2019,27,42,PA,Pennsylvania,682,1161,51280
21128,2019,27,47,TN,Tennessee,636,1123,36194
21129,2019,27,41,OR,Oregon,565,907,39313
21130,2019,27,20,KS,Kansas,521,992,36075
21131,2019,27,25,MA,Massachusetts,520,865,46818
21132,2019,27,32,NV,Nevada,439,750,26532
21133,2019,27,34,NJ,New Jersey,416,745,43159
21134,2019,27,24,MD,Maryland,405,724,35667
21135,2019,27,30,MT,Montana,358,582,21957
21136,2019,27,2,AK,Alaska,349,636,20915
21137,2019,27,40,OK,Oklahoma,337,659,23000
21138,2019,27,49,UT,Utah,335,698,20592
21139,2019,27,21,KY,Kentucky,294,578,19047
21140,2019,27,45,SC,South Carolina,268,444,16723
21141,2019,27,5,AR,Arkansas,265,480,17895
21142,2019,27,9,CT,Connecticut,236,432,21595
21143,2019,27,22,LA,Louisiana,228,428,13851
21144,2019,27,35,NM,New Mexico,222,375,13201
21145,2019,27,57,FR,Foreign,221,448,11066
21146,2019,27,15,HI,Hawaii,215,363,10800
21147,2019,27,1,AL,Alabama,201,374,11546
21148,2019,27,16,ID,Idaho,179,349,9393
21149,2019,27,28,MS,Mississippi,164,307,6425
21150,2019,27,11,DC,District Of Columbia,158,215,17085
21151,2019,27,56,WY,Wyoming,144,272,7551
21152,2019,27,23,ME,Maine,130,250,5013
21153,2019,27,44,RI,Rhode Island,102,166,6859
21154,2019,27,33,NH,New Hampshire,91,132,7452
21155,2019,27,50,VT,Vermont,68,103,4221
21156,2019,27,54,WV,West Virginia,54,98,3472
21157,2019,27,10,DE,Delaware,50,92,2808
21158,2019,28,96,MS,MS Total Migration-US and Foreign,26385,53180,1372759
21159,2019,28,97,MS,MS Total Migration-US,26043,52409,1355199
21160,2019,28,98,MS,MS Total Migration-Foreign,342,771,17559
21161,2019,28,97,MS,MS Total Migration-Same State,37784,78533,1565671
21162,2019,28,28,MS,MS Non-migrants,950059,2092747,54686169
21163,2019,28,47,TN,Tennessee,4540,9255,209997
21164,2019,28,22,LA,Louisiana,3195,6556,156233
21165,2019,28,48,TX,Texas,2523,5160,136649
21166,2019,28,1,AL,Alabama,2293,4617,112950
21167,2019,28,12,FL,Florida,1792,3449,106460
21168,2019,28,13,GA,Georgia,1251,2512,60537
21169,2019,28,6,CA,California,1023,1968,67472
21170,2019,28,5,AR,Arkansas,836,1698,39153
21171,2019,28,17,IL,Illinois,756,1430,36119
21172,2019,28,37,NC,North Carolina,597,1271,36725
21173,2019,28,51,VA,Virginia,578,1214,39218
21174,2019,28,29,MO,Missouri,473,1015,22856
21175,2019,28,8,CO,Colorado,426,757,21517
21176,2019,28,39,OH,Ohio,391,771,23950
21177,2019,28,45,SC,South Carolina,381,755,22737
21178,2019,28,18,IN,Indiana,379,754,16133
21179,2019,28,26,MI,Michigan,354,676,14876
21180,2019,28,36,NY,New York,348,667,16901
21181,2019,28,57,FR,Foreign,342,771,17559
21182,2019,28,21,KY,Kentucky,306,641,18320
21183,2019,28,4,AZ,Arizona,279,534,14430
21184,2019,28,53,WA,Washington,273,558,13828
21185,2019,28,42,PA,Pennsylvania,260,560,15730
21186,2019,28,55,WI,Wisconsin,250,485,10916
21187,2019,28,40,OK,Oklahoma,241,462,11551
21188,2019,28,32,NV,Nevada,206,399,11201
21189,2019,28,24,MD,Maryland,206,399,14912
21190,2019,28,34,NJ,New Jersey,159,310,8123
21191,2019,28,20,KS,Kansas,159,362,8505
21192,2019,28,27,MN,Minnesota,150,296,7800
21193,2019,28,19,IA,Iowa,142,264,5350
21194,2019,28,25,MA,Massachusetts,116,219,7697
21195,2019,28,41,OR,Oregon,109,212,6183
21196,2019,28,35,NM,New Mexico,105,214,7547
21197,2019,28,2,AK,Alaska,95,235,7000
21198,2019,28,49,UT,Utah,89,201,4895
21199,2019,28,31,NE,Nebraska,88,181,4334
21200,2019,28,15,HI,Hawaii,84,194,4289
21201,2019,28,9,CT,Connecticut,70,113,3130
21202,2019,28,38,ND,North Dakota,66,152,4568
21203,2019,28,54,WV,West Virginia,64,118,2791
21204,2019,28,11,DC,District Of Columbia,62,80,4564
21205,2019,28,16,ID,Idaho,61,139,3100
21206,2019,28,30,MT,Montana,51,118,2964
21207,2019,28,46,SD,South Dakota,46,99,2078
21208,2019,28,56,WY,Wyoming,44,92,2020
21209,2019,28,23,ME,Maine,38,71,2287
21210,2019,28,44,RI,Rhode Island,27,49,1162
21211,2019,28,10,DE,Delaware,27,58,1970
21212,2019,28,33,NH,New Hampshire,22,49,942
21213,2019,28,50,VT,Vermont,12,20,529
21214,2019,29,96,MO,MO Total Migration-US and Foreign,64328,118737,3891500
21215,2019,29,97,MO,MO Total Migration-US,63706,117279,3859892
21216,2019,29,98,MO,MO Total Migration-Foreign,622,1458,31608
21217,2019,29,97,MO,MO Total Migration-Same State,99367,184392,4698423
21218,2019,29,29,MO,MO Non-migrants,2159842,4524655,161081350
21219,2019,29,20,KS,Kansas,11047,18947,625628
21220,2019,29,17,IL,Illinois,8478,14310,487260
21221,2019,29,48,TX,Texas,4751,9414,307551
21222,2019,29,6,CA,California,3955,7478,263382
21223,2019,29,12,FL,Florida,3154,5710,208593
21224,2019,29,5,AR,Arkansas,2774,5458,128712
21225,2019,29,8,CO,Colorado,2233,4214,131821
21226,2019,29,19,IA,Iowa,1764,3237,96368
21227,2019,29,40,OK,Oklahoma,1748,3524,87620
21228,2019,29,47,TN,Tennessee,1418,2682,78669
21229,2019,29,4,AZ,Arizona,1336,2537,76710
21230,2019,29,37,NC,North Carolina,1247,2591,80791
21231,2019,29,13,GA,Georgia,1198,2356,70263
21232,2019,29,36,NY,New York,1176,1903,89125
21233,2019,29,18,IN,Indiana,1145,2153,80751
21234,2019,29,53,WA,Washington,1128,2187,86444
21235,2019,29,51,VA,Virginia,1068,2081,80842
21236,2019,29,39,OH,Ohio,1067,1953,75777
21237,2019,29,31,NE,Nebraska,1043,1922,61911
21238,2019,29,26,MI,Michigan,1011,1808,57999
21239,2019,29,27,MN,Minnesota,830,1499,61156
21240,2019,29,55,WI,Wisconsin,827,1480,48498
21241,2019,29,42,PA,Pennsylvania,781,1405,55953
21242,2019,29,21,KY,Kentucky,732,1447,38554
21243,2019,29,57,FR,Foreign,622,1458,31608
21244,2019,29,22,LA,Louisiana,608,1231,31597
21245,2019,29,32,NV,Nevada,566,1121,31653
21246,2019,29,1,AL,Alabama,546,1055,34936
21247,2019,29,41,OR,Oregon,519,904,27289
21248,2019,29,45,SC,South Carolina,501,981,40273
21249,2019,29,28,MS,Mississippi,487,1011,21604
21250,2019,29,24,MD,Maryland,475,857,34066
21251,2019,29,34,NJ,New Jersey,456,772,37867
21252,2019,29,49,UT,Utah,441,1055,23367
21253,2019,29,25,MA,Massachusetts,388,595,27691
21254,2019,29,35,NM,New Mexico,367,680,21762
21255,2019,29,15,HI,Hawaii,340,744,18900
21256,2019,29,16,ID,Idaho,256,552,13433
21257,2019,29,46,SD,South Dakota,244,447,12912
21258,2019,29,2,AK,Alaska,242,536,13382
21259,2019,29,38,ND,North Dakota,188,361,10771
21260,2019,29,9,CT,Connecticut,187,357,18896
21261,2019,29,30,MT,Montana,182,324,9246
21262,2019,29,56,WY,Wyoming,180,353,10235
21263,2019,29,54,WV,West Virginia,127,256,7484
21264,2019,29,11,DC,District Of Columbia,126,161,10839
21265,2019,29,33,NH,New Hampshire,98,163,7015
21266,2019,29,23,ME,Maine,98,188,4371
21267,2019,29,10,DE,Delaware,62,92,2835
21268,2019,29,44,RI,Rhode Island,60,95,3857
21269,2019,29,50,VT,Vermont,51,92,3230
21270,2019,30,96,MT,MT Total Migration-US and Foreign,18130,32972,1329646
21271,2019,30,97,MT,MT Total Migration-US,18031,32750,1323503
21272,2019,30,98,MT,MT Total Migration-Foreign,99,222,6143
21273,2019,30,97,MT,MT Total Migration-Same State,12318,21363,569539
21274,2019,30,30,MT,MT Non-migrants,396273,800186,28050907
21275,2019,30,6,CA,California,2262,4108,205062
21276,2019,30,53,WA,Washington,2119,3892,153311
21277,2019,30,8,CO,Colorado,1306,2306,101048
21278,2019,30,41,OR,Oregon,971,1744,58099
21279,2019,30,16,ID,Idaho,877,1622,44030
21280,2019,30,4,AZ,Arizona,826,1476,54098
21281,2019,30,48,TX,Texas,813,1537,71574
21282,2019,30,56,WY,Wyoming,699,1328,59636
21283,2019,30,38,ND,North Dakota,587,1134,38606
21284,2019,30,32,NV,Nevada,582,933,74690
21285,2019,30,12,FL,Florida,513,933,36328
21286,2019,30,49,UT,Utah,463,915,30191
21287,2019,30,27,MN,Minnesota,446,741,34855
21288,2019,30,17,IL,Illinois,308,522,25125
21289,2019,30,2,AK,Alaska,295,569,24044
21290,2019,30,55,WI,Wisconsin,262,472,21487
21291,2019,30,39,OH,Ohio,261,430,14631
21292,2019,30,26,MI,Michigan,261,414,13179
21293,2019,30,46,SD,South Dakota,260,469,13791
21294,2019,30,42,PA,Pennsylvania,259,463,18648
21295,2019,30,36,NY,New York,256,383,18228
21296,2019,30,37,NC,North Carolina,254,431,14822
21297,2019,30,51,VA,Virginia,225,423,18811
21298,2019,30,29,MO,Missouri,211,405,11371
21299,2019,30,13,GA,Georgia,209,455,12012
21300,2019,30,47,TN,Tennessee,194,398,13868
21301,2019,30,35,NM,New Mexico,193,363,11217
21302,2019,30,40,OK,Oklahoma,166,364,10951
21303,2019,30,18,IN,Indiana,163,305,10116
21304,2019,30,20,KS,Kansas,153,282,8033
21305,2019,30,31,NE,Nebraska,135,250,6896
21306,2019,30,19,IA,Iowa,133,248,6984
21307,2019,30,24,MD,Maryland,126,210,9868
21308,2019,30,25,MA,Massachusetts,119,172,7953
21309,2019,30,15,HI,Hawaii,109,196,6106
21310,2019,30,34,NJ,New Jersey,106,185,8595
21311,2019,30,45,SC,South Carolina,103,183,5814
21312,2019,30,22,LA,Louisiana,102,198,6758
21313,2019,30,1,AL,Alabama,102,228,6203
21314,2019,30,57,FR,Foreign,99,222,6143
21315,2019,30,21,KY,Kentucky,83,171,5906
21316,2019,30,33,NH,New Hampshire,81,114,3760
21317,2019,30,5,AR,Arkansas,80,179,4023
21318,2019,30,50,VT,Vermont,67,91,3215
21319,2019,30,23,ME,Maine,67,109,2267
21320,2019,30,28,MS,Mississippi,62,119,3499
21321,2019,30,9,CT,Connecticut,59,92,5853
21322,2019,30,54,WV,West Virginia,45,101,2687
21323,2019,30,11,DC,District Of Columbia,31,39,3406
21324,2019,30,44,RI,Rhode Island,15,29,1137
21325,2019,30,10,DE,Delaware,12,19,710
21326,2019,31,96,NE,NE Total Migration-US and Foreign,19617,37503,1099868
21327,2019,31,97,NE,NE Total Migration-US,19323,36764,1083072
21328,2019,31,98,NE,NE Total Migration-Foreign,294,739,16796
21329,2019,31,97,NE,NE Total Migration-Same State,26038,47665,1321062
21330,2019,31,31,NE,NE Non-migrants,711615,1552921,55216165
21331,2019,31,19,IA,Iowa,3033,5542,140867
21332,2019,31,8,CO,Colorado,1730,3332,103585
21333,2019,31,48,TX,Texas,1405,2843,81189
21334,2019,31,6,CA,California,1334,2624,77211
21335,2019,31,20,KS,Kansas,1109,2089,55242
21336,2019,31,12,FL,Florida,916,1576,50454
21337,2019,31,29,MO,Missouri,904,1646,54435
21338,2019,31,46,SD,South Dakota,796,1486,38625
21339,2019,31,17,IL,Illinois,624,1173,44788
21340,2019,31,4,AZ,Arizona,592,1131,37098
21341,2019,31,27,MN,Minnesota,548,978,30594
21342,2019,31,56,WY,Wyoming,355,652,16430
21343,2019,31,53,WA,Washington,345,681,19125
21344,2019,31,51,VA,Virginia,344,726,23596
21345,2019,31,36,NY,New York,309,556,16629
21346,2019,31,57,FR,Foreign,294,739,16796
21347,2019,31,13,GA,Georgia,278,560,14067
21348,2019,31,37,NC,North Carolina,276,551,16583
21349,2019,31,40,OK,Oklahoma,273,556,15869
21350,2019,31,39,OH,Ohio,270,515,16359
21351,2019,31,55,WI,Wisconsin,266,476,15162
21352,2019,31,26,MI,Michigan,249,451,16763
21353,2019,31,32,NV,Nevada,248,496,14773
21354,2019,31,47,TN,Tennessee,247,486,14034
21355,2019,31,42,PA,Pennsylvania,210,387,10874
21356,2019,31,18,IN,Indiana,197,388,10893
21357,2019,31,41,OR,Oregon,185,328,12297
21358,2019,31,38,ND,North Dakota,184,368,12314
21359,2019,31,49,UT,Utah,166,380,9513
21360,2019,31,5,AR,Arkansas,164,303,9446
21361,2019,31,35,NM,New Mexico,139,249,5998
21362,2019,31,24,MD,Maryland,137,292,9904
21363,2019,31,34,NJ,New Jersey,128,243,8194
21364,2019,31,28,MS,Mississippi,127,270,5991
21365,2019,31,1,AL,Alabama,125,270,8193
21366,2019,31,30,MT,Montana,120,233,8023
21367,2019,31,22,LA,Louisiana,120,259,6699
21368,2019,31,21,KY,Kentucky,120,233,6172
21369,2019,31,45,SC,South Carolina,113,189,6746
21370,2019,31,25,MA,Massachusetts,111,193,6740
21371,2019,31,15,HI,Hawaii,109,240,6501
21372,2019,31,16,ID,Idaho,103,215,5112
21373,2019,31,2,AK,Alaska,60,128,3566
21374,2019,31,9,CT,Connecticut,57,113,4640
21375,2019,31,11,DC,District Of Columbia,42,54,2782
21376,2019,31,54,WV,West Virginia,40,79,1685
21377,2019,31,23,ME,Maine,33,61,1760
21378,2019,31,33,NH,New Hampshire,29,56,2488
21379,2019,31,44,RI,Rhode Island,22,45,1421
21380,2019,31,10,DE,Delaware,19,40,607
21381,2019,31,50,VT,Vermont,12,22,1031
21382,2019,32,96,NV,NV Total Migration-US and Foreign,68517,123131,5235000
21383,2019,32,97,NV,NV Total Migration-US,67833,121644,5196090
21384,2019,32,98,NV,NV Total Migration-Foreign,684,1487,38910
21385,2019,32,97,NV,NV Total Migration-Same State,10035,18354,569682
21386,2019,32,32,NV,NV Non-migrants,1124666,2289165,92506248
21387,2019,32,6,CA,California,27251,49745,2335636
21388,2019,32,48,TX,Texas,3197,5981,230130
21389,2019,32,4,AZ,Arizona,3025,5443,190397
21390,2019,32,12,FL,Florida,2959,4882,177362
21391,2019,32,53,WA,Washington,2569,4517,192856
21392,2019,32,49,UT,Utah,2263,4621,140174
21393,2019,32,17,IL,Illinois,1991,3494,162120
21394,2019,32,8,CO,Colorado,1961,3382,147298
21395,2019,32,15,HI,Hawaii,1758,3345,96249
21396,2019,32,36,NY,New York,1664,2606,152229
21397,2019,32,41,OR,Oregon,1644,2781,143574
21398,2019,32,39,OH,Ohio,1047,1803,63791
21399,2019,32,13,GA,Georgia,904,1636,51498
21400,2019,32,26,MI,Michigan,899,1508,48248
21401,2019,32,51,VA,Virginia,890,1577,69587
21402,2019,32,16,ID,Idaho,888,1737,74617
21403,2019,32,42,PA,Pennsylvania,821,1335,84033
21404,2019,32,37,NC,North Carolina,769,1301,39326
21405,2019,32,34,NJ,New Jersey,752,1232,58897
21406,2019,32,35,NM,New Mexico,727,1406,55690
21407,2019,32,29,MO,Missouri,707,1297,54238
21408,2019,32,57,FR,Foreign,684,1487,38910
21409,2019,32,55,WI,Wisconsin,679,1156,45170
21410,2019,32,27,MN,Minnesota,657,1126,55048
21411,2019,32,47,TN,Tennessee,652,1133,41373
21412,2019,32,18,IN,Indiana,605,1040,33770
21413,2019,32,24,MD,Maryland,577,1000,53644
21414,2019,32,2,AK,Alaska,461,866,31283
21415,2019,32,30,MT,Montana,431,768,24600
21416,2019,32,40,OK,Oklahoma,427,793,20344
21417,2019,32,25,MA,Massachusetts,385,597,49984
21418,2019,32,20,KS,Kansas,379,679,23752
21419,2019,32,22,LA,Louisiana,377,673,18589
21420,2019,32,45,SC,South Carolina,357,637,20247
21421,2019,32,19,IA,Iowa,338,576,21052
21422,2019,32,56,WY,Wyoming,310,554,19749
21423,2019,32,31,NE,Nebraska,288,514,21959
21424,2019,32,1,AL,Alabama,273,525,14301
21425,2019,32,21,KY,Kentucky,261,494,15774
21426,2019,32,28,MS,Mississippi,239,431,9091
21427,2019,32,9,CT,Connecticut,234,385,26234
21428,2019,32,5,AR,Arkansas,222,404,9881
21429,2019,32,38,ND,North Dakota,208,400,12047
21430,2019,32,46,SD,South Dakota,190,325,15324
21431,2019,32,33,NH,New Hampshire,127,204,8767
21432,2019,32,23,ME,Maine,93,127,7575
21433,2019,32,54,WV,West Virginia,90,146,5941
21434,2019,32,44,RI,Rhode Island,89,142,7362
21435,2019,32,11,DC,District Of Columbia,74,109,7196
21436,2019,32,10,DE,Delaware,70,119,4235
21437,2019,32,50,VT,Vermont,54,92,3848
21438,2019,33,96,NH,NH Total Migration-US and Foreign,24668,40410,2022704
21439,2019,33,97,NH,NH Total Migration-US,24565,40211,2017147
21440,2019,33,98,NH,NH Total Migration-Foreign,103,199,5557
21441,2019,33,97,NH,NH Total Migration-Same State,16753,26902,1050409
21442,2019,33,33,NH,NH Non-migrants,552786,1081617,51233238
21443,2019,33,25,MA,Massachusetts,10014,16113,847679
21444,2019,33,23,ME,Maine,1919,2975,115364
21445,2019,33,12,FL,Florida,1680,2792,122104
21446,2019,33,50,VT,Vermont,1381,2231,107175
21447,2019,33,36,NY,New York,1275,1973,108740
21448,2019,33,9,CT,Connecticut,937,1521,95444
21449,2019,33,6,CA,California,812,1353,81777
21450,2019,33,48,TX,Texas,533,967,48802
21451,2019,33,42,PA,Pennsylvania,455,704,39308
21452,2019,33,51,VA,Virginia,436,755,35408
21453,2019,33,37,NC,North Carolina,417,699,25976
21454,2019,33,34,NJ,New Jersey,403,713,39634
21455,2019,33,44,RI,Rhode Island,359,562,27767
21456,2019,33,8,CO,Colorado,320,541,19948
21457,2019,33,4,AZ,Arizona,244,449,23808
21458,2019,33,24,MD,Maryland,238,436,39949
21459,2019,33,13,GA,Georgia,236,451,17581
21460,2019,33,39,OH,Ohio,231,404,32706
21461,2019,33,45,SC,South Carolina,211,371,12886
21462,2019,33,17,IL,Illinois,211,326,17395
21463,2019,33,53,WA,Washington,210,374,19146
21464,2019,33,47,TN,Tennessee,170,302,11107
21465,2019,33,26,MI,Michigan,169,294,10594
21466,2019,33,49,UT,Utah,120,225,7621
21467,2019,33,18,IN,Indiana,117,204,8573
21468,2019,33,29,MO,Missouri,107,191,7288
21469,2019,33,57,FR,Foreign,103,199,5557
21470,2019,33,41,OR,Oregon,102,188,7056
21471,2019,33,55,WI,Wisconsin,98,150,7333
21472,2019,33,32,NV,Nevada,94,155,7003
21473,2019,33,11,DC,District Of Columbia,92,125,9236
21474,2019,33,27,MN,Minnesota,83,129,8614
21475,2019,33,35,NM,New Mexico,67,119,3868
21476,2019,33,15,HI,Hawaii,66,123,4774
21477,2019,33,21,KY,Kentucky,65,118,4312
21478,2019,33,22,LA,Louisiana,62,97,3700
21479,2019,33,40,OK,Oklahoma,58,86,3123
21480,2019,33,2,AK,Alaska,54,101,3337
21481,2019,33,20,KS,Kansas,53,98,2801
21482,2019,33,1,AL,Alabama,53,101,2950
21483,2019,33,16,ID,Idaho,52,100,3725
21484,2019,33,10,DE,Delaware,52,77,3908
21485,2019,33,19,IA,Iowa,48,85,3230
21486,2019,33,5,AR,Arkansas,46,72,2587
21487,2019,33,30,MT,Montana,44,56,1886
21488,2019,33,54,WV,West Virginia,36,60,1751
21489,2019,33,28,MS,Mississippi,36,75,2381
21490,2019,33,56,WY,Wyoming,31,49,2025
21491,2019,33,31,NE,Nebraska,26,49,1488
21492,2019,33,38,ND,North Dakota,23,31,1156
21493,2019,33,46,SD,South Dakota,19,41,1124
21494,2019,34,96,NJ,NJ Total Migration-US and Foreign,95457,165661,8397373
21495,2019,34,97,NJ,NJ Total Migration-US,94740,164087,8363521
21496,2019,34,98,NJ,NJ Total Migration-Foreign,717,1574,33852
21497,2019,34,97,NJ,NJ Total Migration-Same State,121362,211880,9800435
21498,2019,34,34,NJ,NJ Non-migrants,3452195,7220095,362189179
21499,2019,34,36,NY,New York,37599,67131,3643768
21500,2019,34,42,PA,Pennsylvania,13831,23366,991402
21501,2019,34,12,FL,Florida,7755,12754,609585
21502,2019,34,6,CA,California,4439,7381,509880
21503,2019,34,24,MD,Maryland,2793,4882,201055
21504,2019,34,48,TX,Texas,2754,5010,502895
21505,2019,34,51,VA,Virginia,2461,4355,184853
21506,2019,34,37,NC,North Carolina,2342,4059,139114
21507,2019,34,25,MA,Massachusetts,2307,3452,191854
21508,2019,34,9,CT,Connecticut,1915,3238,189169
21509,2019,34,13,GA,Georgia,1691,3054,95437
21510,2019,34,17,IL,Illinois,1527,2637,147618
21511,2019,34,10,DE,Delaware,1124,1953,72863
21512,2019,34,39,OH,Ohio,1049,1822,77762
21513,2019,34,45,SC,South Carolina,985,1640,51848
21514,2019,34,8,CO,Colorado,829,1332,57412
21515,2019,34,4,AZ,Arizona,746,1214,59249
21516,2019,34,57,FR,Foreign,717,1574,33852
21517,2019,34,26,MI,Michigan,705,1187,54875
21518,2019,34,53,WA,Washington,690,1257,84716
21519,2019,34,47,TN,Tennessee,643,1140,26343
21520,2019,34,29,MO,Missouri,450,788,35911
21521,2019,34,11,DC,District Of Columbia,450,599,36120
21522,2019,34,18,IN,Indiana,446,767,31902
21523,2019,34,32,NV,Nevada,396,609,25848
21524,2019,34,27,MN,Minnesota,391,694,39948
21525,2019,34,44,RI,Rhode Island,312,495,19797
21526,2019,34,55,WI,Wisconsin,301,461,27928
21527,2019,34,41,OR,Oregon,282,468,20035
21528,2019,34,22,LA,Louisiana,281,543,20562
21529,2019,34,33,NH,New Hampshire,263,443,27257
21530,2019,34,21,KY,Kentucky,260,469,19771
21531,2019,34,1,AL,Alabama,250,433,13509
21532,2019,34,15,HI,Hawaii,240,460,13987
21533,2019,34,49,UT,Utah,218,434,17030
21534,2019,34,50,VT,Vermont,216,337,15434
21535,2019,34,20,KS,Kansas,201,390,13883
21536,2019,34,23,ME,Maine,187,292,11626
21537,2019,34,54,WV,West Virginia,178,295,8521
21538,2019,34,40,OK,Oklahoma,171,306,10192
21539,2019,34,19,IA,Iowa,161,271,10321
21540,2019,34,5,AR,Arkansas,141,292,13256
21541,2019,34,35,NM,New Mexico,133,234,7230
21542,2019,34,28,MS,Mississippi,126,232,6740
21543,2019,34,2,AK,Alaska,119,241,5575
21544,2019,34,31,NE,Nebraska,107,195,6339
21545,2019,34,16,ID,Idaho,70,111,2667
21546,2019,34,30,MT,Montana,61,98,3173
21547,2019,34,38,ND,North Dakota,59,105,3056
21548,2019,34,46,SD,South Dakota,50,98,2366
21549,2019,34,56,WY,Wyoming,35,63,1844
21550,2019,35,96,NM,NM Total Migration-US and Foreign,29584,55454,1865474
21551,2019,35,97,NM,NM Total Migration-US,28866,53880,1828105
21552,2019,35,98,NM,NM Total Migration-Foreign,718,1574,37369
21553,2019,35,97,NM,NM Total Migration-Same State,18902,36351,863348
21554,2019,35,35,NM,NM Non-migrants,723066,1490489,45432178
21555,2019,35,48,TX,Texas,6319,12664,382518
21556,2019,35,6,CA,California,3440,6117,261269
21557,2019,35,8,CO,Colorado,2723,4902,153477
21558,2019,35,4,AZ,Arizona,2608,5200,126447
21559,2019,35,12,FL,Florida,1266,2169,69730
21560,2019,35,53,WA,Washington,755,1305,53344
21561,2019,35,57,FR,Foreign,718,1574,37369
21562,2019,35,36,NY,New York,632,1044,42748
21563,2019,35,32,NV,Nevada,609,1204,34142
21564,2019,35,51,VA,Virginia,586,1192,70038
21565,2019,35,17,IL,Illinois,551,989,44847
21566,2019,35,41,OR,Oregon,521,839,33085
21567,2019,35,40,OK,Oklahoma,512,1004,24720
21568,2019,35,49,UT,Utah,507,1135,33552
21569,2019,35,37,NC,North Carolina,461,839,29365
21570,2019,35,42,PA,Pennsylvania,410,644,23602
21571,2019,35,39,OH,Ohio,396,714,27521
21572,2019,35,13,GA,Georgia,380,727,23311
21573,2019,35,29,MO,Missouri,366,697,20218
21574,2019,35,20,KS,Kansas,320,637,18140
21575,2019,35,26,MI,Michigan,315,519,16071
21576,2019,35,27,MN,Minnesota,307,493,20368
21577,2019,35,47,TN,Tennessee,298,535,22343
21578,2019,35,24,MD,Maryland,298,552,27077
21579,2019,35,55,WI,Wisconsin,284,466,16907
21580,2019,35,18,IN,Indiana,271,479,14564
21581,2019,35,22,LA,Louisiana,260,469,15311
21582,2019,35,25,MA,Massachusetts,255,373,17113
21583,2019,35,16,ID,Idaho,225,428,16353
