"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"15-24 years"	"15-24"	30	53981	55.6	37.5	79.3	10.1	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"25-34 years"	"25-34"	44	60902	72.2	52.5	97.0	10.9	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"35-44 years"	"35-44"	61	58119	105.0	80.3	134.8	13.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"45-54 years"	"45-54"	182	55813	326.1	278.7	373.5	24.2	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"55-64 years"	"55-64"	353	48772	723.8	648.3	799.3	38.5	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"65-74 years"	"65-74"	463	29857	1550.7	1409.5	1692.0	72.1	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"75-84 years"	"75-84"	579	13853	4179.6	3839.2	4520.0	173.7	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"85+ years"	"85+"	925	6606	14002.4	13100.0	14904.8	460.4	0.4%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"< 1 year"	"1"	23	5101	450.9	285.8	676.6	94.0	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	21422	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"5-14 years"	"5-14"	11	62626	Unreliable	8.8	31.4	5.3	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"15-24 years"	"15-24"	37	54803	67.5	47.5	93.1	11.1	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"25-34 years"	"25-34"	59	62496	94.4	71.9	121.8	12.3	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"35-44 years"	"35-44"	68	59443	114.4	88.8	145.0	13.9	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"45-54 years"	"45-54"	151	56410	267.7	225.0	310.4	21.8	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"55-64 years"	"55-64"	318	50379	631.2	561.8	700.6	35.4	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"65-74 years"	"65-74"	467	32327	1444.6	1313.6	1575.6	66.8	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"75-84 years"	"75-84"	657	14489	4534.5	4187.7	4881.2	176.9	0.3%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"85+ years"	"85+"	955	6740	14169.1	13270.5	15067.8	458.5	0.4%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2014"	"2014"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"< 1 year"	"1"	22	5126	429.2	269.0	649.8	91.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	21273	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"5-14 years"	"5-14"	Suppressed	62612	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"15-24 years"	"15-24"	29	55961	51.8	34.7	74.4	9.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"25-34 years"	"25-34"	42	63182	66.5	47.9	89.9	10.3	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"35-44 years"	"35-44"	71	60274	117.8	92.0	148.6	14.0	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"45-54 years"	"45-54"	151	57200	264.0	221.9	306.1	21.5	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"55-64 years"	"55-64"	368	51939	708.5	636.1	780.9	36.9	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"65-74 years"	"65-74"	469	34514	1358.9	1235.9	1481.9	62.7	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"75-84 years"	"75-84"	669	15153	4415.0	4080.4	4749.5	170.7	0.3%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"85+ years"	"85+"	1066	6977	15278.8	14361.6	16196.0	468.0	0.4%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2015"	"2015"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"< 1 year"	"1"	24	5193	462.2	296.1	687.7	94.3	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	21476	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"5-14 years"	"5-14"	11	62608	Unreliable	8.8	31.4	5.3	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"15-24 years"	"15-24"	41	56867	72.1	51.7	97.8	11.3	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"25-34 years"	"25-34"	61	64480	94.6	72.4	121.5	12.1	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"35-44 years"	"35-44"	75	61122	122.7	96.5	153.8	14.2	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"45-54 years"	"45-54"	173	58059	298.0	253.6	342.4	22.7	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"55-64 years"	"55-64"	373	53843	692.8	622.5	763.1	35.9	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"65-74 years"	"65-74"	517	37076	1394.4	1274.2	1514.6	61.3	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"75-84 years"	"75-84"	658	16083	4091.3	3778.7	4403.9	159.5	0.3%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"85+ years"	"85+"	1058	7221	14651.7	13768.8	15534.6	450.4	0.4%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2016"	"2016"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"< 1 year"	"1"	19	5174	Unreliable	221.1	573.5	84.2	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	22169	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"5-14 years"	"5-14"	11	63583	Unreliable	8.6	31.0	5.2	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"15-24 years"	"15-24"	24	58614	40.9	26.2	60.9	8.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"25-34 years"	"25-34"	79	65540	120.5	95.4	150.2	13.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"35-44 years"	"35-44"	75	63501	118.1	92.9	148.1	13.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"45-54 years"	"45-54"	165	59254	278.5	236.0	321.0	21.7	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"55-64 years"	"55-64"	359	55431	647.7	580.7	714.6	34.2	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"65-74 years"	"65-74"	574	39542	1451.6	1332.9	1570.4	60.6	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"75-84 years"	"75-84"	752	17039	4413.4	4098.0	4728.8	160.9	0.3%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"85+ years"	"85+"	1168	7002	16680.9	15724.3	17637.6	488.1	0.5%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2017"	"2017"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"< 1 year"	"1"	18	5002	Unreliable	213.3	568.7	84.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"1-4 years"	"1-4"	Suppressed	22272	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"5-14 years"	"5-14"	Suppressed	64428	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"15-24 years"	"15-24"	36	60582	59.4	41.6	82.3	9.9	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"25-34 years"	"25-34"	50	67279	74.3	55.2	98.0	10.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"35-44 years"	"35-44"	81	66237	122.3	97.1	152.0	13.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"45-54 years"	"45-54"	179	59759	299.5	255.7	343.4	22.4	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"55-64 years"	"55-64"	380	56615	671.2	603.7	738.7	34.4	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"65-74 years"	"65-74"	597	42027	1420.5	1306.6	1534.5	58.1	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"75-84 years"	"75-84"	733	18576	3946.0	3660.3	4231.6	145.7	0.3%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"85+ years"	"85+"	1061	7189	14758.7	13870.6	15646.7	453.1	0.4%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"< 1 year"	"1"	19	4965	Unreliable	230.4	597.6	87.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"1-4 years"	"1-4"	Suppressed	22166	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"5-14 years"	"5-14"	13	64363	Unreliable	10.8	34.5	5.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"15-24 years"	"15-24"	32	61444	52.1	35.6	73.5	9.2	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"25-34 years"	"25-34"	44	68889	63.9	46.4	85.7	9.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"35-44 years"	"35-44"	87	68565	126.9	101.6	156.5	13.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"45-54 years"	"45-54"	143	60922	234.7	196.3	273.2	19.6	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"55-64 years"	"55-64"	362	58315	620.8	556.8	684.7	32.6	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"65-74 years"	"65-74"	632	44545	1418.8	1308.2	1529.4	56.4	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"75-84 years"	"75-84"	828	20103	4118.8	3838.2	4399.3	143.1	0.3%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"85+ years"	"85+"	1120	7310	15321.5	14424.2	16218.8	457.8	0.4%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2019"	"2019"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"< 1 year"	"1"	24	4898	490.0	314.0	729.1	100.0	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"1-4 years"	"1-4"	Suppressed	21577	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"5-14 years"	"5-14"	Suppressed	64951	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"15-24 years"	"15-24"	40	63368	63.1	45.1	86.0	10.0	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"25-34 years"	"25-34"	65	70297	92.5	71.4	117.9	11.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"35-44 years"	"35-44"	97	70750	137.1	111.2	167.3	13.9	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"45-54 years"	"45-54"	174	62416	278.8	237.4	320.2	21.1	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"55-64 years"	"55-64"	412	59385	693.8	626.8	760.8	34.2	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"65-74 years"	"65-74"	724	47487	1524.6	1413.6	1635.7	56.7	0.3%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"75-84 years"	"75-84"	964	21676	4447.3	4166.6	4728.1	143.2	0.4%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"85+ years"	"85+"	1305	7594	17184.6	16252.2	18117.0	475.7	0.5%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2020 "	"2020"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"< 1 year"	"1"	0	30	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"1-4 years"	"1-4"	0	115	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"5-14 years"	"5-14"	Suppressed	537	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"15-24 years"	"15-24"	Suppressed	343	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"25-34 years"	"25-34"	0	255	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"35-44 years"	"35-44"	Suppressed	552	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"45-54 years"	"45-54"	Suppressed	603	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"55-64 years"	"55-64"	Suppressed	514	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"65-74 years"	"65-74"	Suppressed	348	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"75-84 years"	"75-84"	14	166	Unreliable	4610.8	14150.4	2254.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"85+ years"	"85+"	14	54	Unreliable	14174.0	43499.3	6929.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"1999"	"1999"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"< 1 year"	"1"	0	28	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"1-4 years"	"1-4"	0	112	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"5-14 years"	"5-14"	0	521	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"15-24 years"	"15-24"	0	331	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"25-34 years"	"25-34"	Suppressed	246	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"35-44 years"	"35-44"	Suppressed	539	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"45-54 years"	"45-54"	Suppressed	609	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"55-64 years"	"55-64"	0	529	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"65-74 years"	"65-74"	Suppressed	345	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"75-84 years"	"75-84"	Suppressed	159	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"85+ years"	"85+"	13	57	Unreliable	12143.8	39000.7	6325.5	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2000"	"2000"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"< 1 year"	"1"	0	20	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"1-4 years"	"1-4"	0	104	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"5-14 years"	"5-14"	Suppressed	492	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"15-24 years"	"15-24"	Suppressed	350	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"25-34 years"	"25-34"	Suppressed	247	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"35-44 years"	"35-44"	0	506	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"45-54 years"	"45-54"	Suppressed	630	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"55-64 years"	"55-64"	Suppressed	538	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"65-74 years"	"65-74"	Suppressed	378	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"75-84 years"	"75-84"	Suppressed	169	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"85+ years"	"85+"	Suppressed	61	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2001"	"2001"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"< 1 year"	"1"	0	27	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"1-4 years"	"1-4"	0	111	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"5-14 years"	"5-14"	0	453	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"15-24 years"	"15-24"	0	393	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"25-34 years"	"25-34"	0	226	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"35-44 years"	"35-44"	0	477	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"45-54 years"	"45-54"	Suppressed	629	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"55-64 years"	"55-64"	Suppressed	588	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"65-74 years"	"65-74"	Suppressed	399	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"75-84 years"	"75-84"	Suppressed	187	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"85+ years"	"85+"	Suppressed	69	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2002"	"2002"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"< 1 year"	"1"	0	27	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"1-4 years"	"1-4"	0	125	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"5-14 years"	"5-14"	0	440	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"15-24 years"	"15-24"	Suppressed	418	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"25-34 years"	"25-34"	0	251	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"35-44 years"	"35-44"	0	471	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"45-54 years"	"45-54"	Suppressed	636	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"55-64 years"	"55-64"	Suppressed	610	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"65-74 years"	"65-74"	Suppressed	382	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"75-84 years"	"75-84"	Suppressed	193	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"85+ years"	"85+"	11	71	Unreliable	7734.1	27721.2	4671.3	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2003"	"2003"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"< 1 year"	"1"	0	30	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"1-4 years"	"1-4"	0	110	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"5-14 years"	"5-14"	Suppressed	428	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"15-24 years"	"15-24"	0	430	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"25-34 years"	"25-34"	0	256	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"35-44 years"	"35-44"	Suppressed	464	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"45-54 years"	"45-54"	Suppressed	633	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"55-64 years"	"55-64"	Suppressed	662	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"65-74 years"	"65-74"	11	413	Unreliable	1329.6	4765.6	803.1	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"75-84 years"	"75-84"	Suppressed	181	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"85+ years"	"85+"	Suppressed	86	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2004"	"2004"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2005"	"2005"	"< 1 year"	"1"	0	36	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2005"	"2005"	"1-4 years"	"1-4"	0	110	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2005"	"2005"	"5-14 years"	"5-14"	0	457	Unreliable	0.0	0.0	0.0	0.0%
