"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"5-9 years"	"5-9"	0	2810	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"10-14 years"	"10-14"	Suppressed	2722	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"15-19 years"	"15-19"	Suppressed	2236	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"20-24 years"	"20-24"	Suppressed	1455	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"25-29 years"	"25-29"	Suppressed	1561	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"30-34 years"	"30-34"	Suppressed	1762	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"35-39 years"	"35-39"	Suppressed	1920	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"40-44 years"	"40-44"	Suppressed	1545	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"45-49 years"	"45-49"	Suppressed	1377	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"50-54 years"	"50-54"	Suppressed	1524	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"55-59 years"	"55-59"	Suppressed	1614	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"60-64 years "	"60-64"	10	1266	Unreliable	378.8	1452.6	249.8	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"65-69 years"	"65-69"	15	1087	Unreliable	772.3	2276.0	356.3	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"70-74 years"	"70-74"	21	767	2737.9	1694.8	4185.2	597.5	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"75-79 years"	"75-79"	24	528	4545.5	2912.4	6763.3	927.8	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"80-84 years"	"80-84"	27	359	7520.9	4956.3	10942.5	1447.4	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"85-89 years"	"85-89"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"90-94 years"	"90-94"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	454	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	2017	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"5-9 years"	"5-9"	Suppressed	2786	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	2732	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"15-19 years"	"15-19"	Suppressed	2291	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"20-24 years"	"20-24"	Suppressed	1476	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"25-29 years"	"25-29"	0	1595	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"30-34 years"	"30-34"	Suppressed	1759	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"35-39 years"	"35-39"	Suppressed	2029	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"40-44 years"	"40-44"	0	1611	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"45-49 years"	"45-49"	Suppressed	1383	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"50-54 years"	"50-54"	Suppressed	1485	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"55-59 years"	"55-59"	10	1655	Unreliable	289.8	1111.2	191.1	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"60-64 years "	"60-64"	19	1376	Unreliable	831.3	2156.3	316.8	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"65-69 years"	"65-69"	12	1152	Unreliable	538.2	1819.6	300.7	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"70-74 years"	"70-74"	18	803	Unreliable	1328.5	3542.7	528.3	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"75-79 years"	"75-79"	18	534	Unreliable	1997.7	5327.3	794.5	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"80-84 years"	"80-84"	29	347	8357.3	5597.1	12002.6	1551.9	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"85-89 years"	"85-89"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"90-94 years"	"90-94"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2016"	"2016"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	472	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	1986	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"5-9 years"	"5-9"	0	2794	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"10-14 years"	"10-14"	0	2871	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"15-19 years"	"15-19"	Suppressed	2366	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"20-24 years"	"20-24"	0	1542	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"25-29 years"	"25-29"	0	1619	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"30-34 years"	"30-34"	0	1707	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"35-39 years"	"35-39"	Suppressed	2129	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"40-44 years"	"40-44"	Suppressed	1737	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"45-49 years"	"45-49"	Suppressed	1408	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"50-54 years"	"50-54"	Suppressed	1476	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"55-59 years"	"55-59"	13	1663	Unreliable	416.2	1336.8	216.8	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"60-64 years "	"60-64"	10	1394	Unreliable	344.0	1319.3	226.8	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"65-69 years"	"65-69"	12	1189	Unreliable	521.5	1763.0	291.3	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"70-74 years"	"70-74"	16	843	Unreliable	1084.9	3082.2	474.5	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"75-79 years"	"75-79"	21	563	3730.0	2309.0	5701.7	814.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"80-84 years"	"80-84"	22	369	5962.1	3736.4	9026.6	1271.1	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"85-89 years"	"85-89"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"90-94 years"	"90-94"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2017"	"2017"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"< 1 year"	"1"	Suppressed	468	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"1-4 years"	"1-4"	0	2067	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"5-9 years"	"5-9"	0	2820	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"10-14 years"	"10-14"	0	3024	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"15-19 years"	"15-19"	Suppressed	2469	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"20-24 years"	"20-24"	0	1644	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"25-29 years"	"25-29"	Suppressed	1717	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"30-34 years"	"30-34"	Suppressed	1810	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"35-39 years"	"35-39"	Suppressed	2142	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"40-44 years"	"40-44"	Suppressed	1880	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"45-49 years"	"45-49"	Suppressed	1477	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"50-54 years"	"50-54"	Suppressed	1433	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"55-59 years"	"55-59"	Suppressed	1632	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"60-64 years "	"60-64"	14	1471	Unreliable	520.3	1596.8	254.4	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"65-69 years"	"65-69"	18	1207	Unreliable	883.8	2356.9	351.5	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"70-74 years"	"70-74"	18	861	Unreliable	1239.0	3304.0	492.8	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"75-79 years"	"75-79"	22	599	3672.8	2301.7	5560.6	783.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"80-84 years"	"80-84"	20	376	5319.1	3249.1	8215.0	1189.4	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"85-89 years"	"85-89"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"90-94 years"	"90-94"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"< 1 year"	"1"	Suppressed	489	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"1-4 years"	"1-4"	0	1999	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"5-9 years"	"5-9"	0	2811	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"10-14 years"	"10-14"	Suppressed	3110	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"15-19 years"	"15-19"	Suppressed	2469	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"20-24 years"	"20-24"	Suppressed	1696	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"25-29 years"	"25-29"	Suppressed	1674	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"30-34 years"	"30-34"	Suppressed	1818	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"35-39 years"	"35-39"	Suppressed	2153	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"40-44 years"	"40-44"	Suppressed	2038	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"45-49 years"	"45-49"	Suppressed	1569	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"50-54 years"	"50-54"	Suppressed	1430	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"55-59 years"	"55-59"	Suppressed	1584	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"60-64 years "	"60-64"	12	1576	Unreliable	393.4	1330.1	219.8	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"65-69 years"	"65-69"	Suppressed	1211	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"70-74 years"	"70-74"	17	905	Unreliable	1094.3	3007.6	455.6	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"75-79 years"	"75-79"	21	614	3420.2	2117.2	5228.1	746.3	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"80-84 years"	"80-84"	20	398	5025.1	3069.5	7760.9	1123.7	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"85-89 years"	"85-89"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"90-94 years"	"90-94"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2019"	"2019"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"< 1 year"	"1"	Suppressed	434	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"1-4 years"	"1-4"	Suppressed	1937	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"5-9 years"	"5-9"	0	2833	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"10-14 years"	"10-14"	Suppressed	3138	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"15-19 years"	"15-19"	0	2553	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"20-24 years"	"20-24"	Suppressed	1824	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"25-29 years"	"25-29"	0	1703	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"30-34 years"	"30-34"	0	1834	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"35-39 years"	"35-39"	Suppressed	2121	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"40-44 years"	"40-44"	Suppressed	2139	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"45-49 years"	"45-49"	Suppressed	1680	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"50-54 years"	"50-54"	14	1468	Unreliable	521.4	1600.1	254.9	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"55-59 years"	"55-59"	Suppressed	1534	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"60-64 years "	"60-64"	19	1654	Unreliable	691.6	1793.9	263.5	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"65-69 years"	"65-69"	18	1360	Unreliable	784.4	2091.7	312.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"70-74 years"	"70-74"	20	1000	2000.0	1221.7	3088.8	447.2	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"75-79 years"	"75-79"	26	649	4006.2	2616.9	5870.0	785.7	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"80-84 years"	"80-84"	24	395	6075.9	3893.0	9040.5	1240.2	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"85-89 years"	"85-89"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"90-94 years"	"90-94"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2020 "	"2020"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"< 1 year"	"1"	Suppressed	301	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	1176	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"5-9 years"	"5-9"	0	1582	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"10-14 years"	"10-14"	Suppressed	1594	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"15-19 years"	"15-19"	Suppressed	1609	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"20-24 years"	"20-24"	Suppressed	1070	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"25-29 years"	"25-29"	Suppressed	1075	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"30-34 years"	"30-34"	0	1121	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"35-39 years"	"35-39"	Suppressed	1353	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"40-44 years"	"40-44"	Suppressed	1355	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"45-49 years"	"45-49"	Suppressed	1221	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"50-54 years"	"50-54"	Suppressed	963	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"55-59 years"	"55-59"	Suppressed	763	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"60-64 years "	"60-64"	Suppressed	662	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"65-69 years"	"65-69"	Suppressed	650	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"70-74 years"	"70-74"	19	531	Unreliable	2154.3	5587.7	820.9	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"75-79 years"	"75-79"	24	479	5010.4	3210.3	7455.1	1022.8	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"80-84 years"	"80-84"	19	335	Unreliable	3414.7	8856.9	1301.2	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"1999"	"1999"	"85-89 years"	"85-89"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
